IBM_traces/requests_full_ibm_reformatted.trace, 60000
IBM_traces/requests_ibm_reformatted.trace, 500001
UMass_YouTube_traces/requests_full_youtube_reformatted.trace, 60000
UMass_YouTube_traces/requests_youtube_reformatted.trace, 300001
Live_VoD_P2P_IPTV_elkhatib/NextSharePC_one_cache_scenario.trace, 78678
Live_VoD_P2P_IPTV_elkhatib/NextShareTV_one_cache_scenario.trace, 15757
Fastly_traces/requests_reformatted.trace, 14885146
ARC_traces/ConCat_reformatted.trace, 24642567
ARC_traces/DS1_reformatted.trace, 2505947
ARC_traces/OLTP_reformatted.trace, 914145
ARC_traces/P1_reformatted.trace, 1814969
ARC_traces/P2_reformatted.trace, 666176
ARC_traces/P3_reformatted.trace, 238578
ARC_traces/P4_reformatted.trace, 967169
ARC_traces/P5_reformatted.trace, 1118323
ARC_traces/P6_reformatted.trace, 519711
ARC_traces/P7_reformatted.trace, 751473
ARC_traces/P8_reformatted.trace, 2462191
ARC_traces/P9_reformatted.trace, 682221
ARC_traces/P10_reformatted.trace, 1453759
ARC_traces/P11_reformatted.trace, 7849277
ARC_traces/P12_reformatted.trace, 547147
ARC_traces/P13_reformatted.trace, 1087578
ARC_traces/P14_reformatted.trace, 4483995
ARC_traces/MergeP_reformatted.trace, 24642567
ARC_traces/S1_reformatted.trace, 3995316
ARC_traces/S2_reformatted.trace, 17253074
ARC_traces/S3_reformatted.trace, 16407702
ARC_traces/MergeS_reformatted.trace, 37656092
ARC_traces/spc1likeread_reformatted.trace, 41351279
synthetic/mult_zip_run1_reformatted.trace, 199701
synthetic/mult_zip_run2_reformatted.trace, 199035
synthetic/mult_zip_run3_reformatted.trace, 199683
synthetic/mult_zip_run4_reformatted.trace, 199913
synthetic/mult_zip_run5_reformatted.trace, 199600
synthetic/mult_zip_run6_reformatted.trace, 200286
synthetic/mult_zip_run7_reformatted.trace, 199754
synthetic/mult_zip_run8_reformatted.trace, 199704
synthetic/mult_zip_run9_reformatted.trace, 200240
synthetic/mult_zip_run10_reformatted.trace, 200423
synthetic/zip0.8_300k_requests_reformatted.trace, 300003
synthetic/zip0.8_reformatted.trace, 100004
